prefix,prefix_bits,manufacturer,registry_type,is_ieee_reserved
4C11AE,24,Espressif Inc,MA-L,false
4C11BF,24,"Zhejiang Dahua Technology Co., Ltd",MA-L,false
4C1265,24,Commscope,MA-L,false
4C12E8,24,VIETNAM POST AND TELECOMMUNICATION INDUSTRY TECHNOLOGY JOIN STOCK COMPANY,MA-L,false
4C1365,24,Emplus Technologies,MA-L,false
4C1480,24,"NOREGON SYSTEMS, INC",MA-L,false
4C14A3,24,"TCL Technoly Electronics (huizhou) Co., Ltd",MA-L,false
4C1694,24,"Shenzhen Sibituo Technology Co., Ltd",MA-L,false
4C16F1,24,Zte Corporation,MA-L,false
4C16FC,24,Juniper Networks,MA-L,false
4C1744,24,Amazon Technologies Inc,MA-L,false
4C17EB,24,Sagemcom Broadband SAS,MA-L,false
4C189A,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4C195D,24,Sagemcom Broadband SAS,MA-L,false
4C1A3A,24,PRIMA Research And Production Enterprise Ltd,MA-L,false
4C1A3D,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4C1A95,24,"Novakon Co., Ltd",MA-L,false
4C1B86,24,Arcadyan Corporation,MA-L,false
4C1D96,24,Intel Corporate,MA-L,false
4C1F86,24,"Hangzhou Hikvision Digital Technology Co.,ltd.",MA-L,false
4C1FCC,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4C20B8,24,"Apple, Inc",MA-L,false
4C2113,24,"Nokia Shanghai Bell Co., Ltd",MA-L,false
4C218C,24,Panasonic India Private Limited,MA-L,false
4C21D0,24,Sony Corporation,MA-L,false
4C2219,24,YUANFUDAO HK LIMTED,MA-L,false
4C2258,24,"Cozybit, Inc",MA-L,false
4C22C9,24,Zte Corporation,MA-L,false
4C22F3,24,Arcadyan Corporation,MA-L,false
4C231A,24,Extreme Networks Headquarters,MA-L,false
4C2338,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
4C2498,24,Texas Instruments,MA-L,false
4C24CE,24,"Sichuan Ai-link Technology Co., Ltd",MA-L,false
4C2578,24,Nokia Corporation,MA-L,false
4C26E7,24,"Welgate Co., Ltd",MA-L,false
4C2B3B,24,"Huawei Device Co., Ltd",MA-L,false
4C2C80,24,"Beijing Skyway Technologies Co.,ltd",MA-L,false
4C2C83,24,"Zhejiang Kanong Network Technology Co.,ltd.",MA-L,false
4C2E5E,24,"Samsung Electronics Co.,ltd",MA-L,false
4C2EB4,24,"Apple, Inc",MA-L,false
4C2EFE,24,"Shenzhen Comnect Technology Co.,ltd",MA-L,false
4C2F7B,24,Altobeam Inc,MA-L,false
4C2F9D,24,ICM Controls,MA-L,false
4C2FD7,24,"Huawei Device Co., Ltd",MA-L,false
4C3089,24,Hitachi Rail GTS Deutschland Gmbh,MA-L,false
4C312D,24,"Sichuan Ai-link Technology Co., Ltd",MA-L,false
4C322D,24,TELEDATA NETWORKS,MA-L,false
4C3275,24,"Apple, Inc",MA-L,false
4C32D9,24,M Rutty Holdings Pty. Ltd,MA-L,false
4C3329,24,Sweroam,MA-L,false
4C334E,24,HIGHTECH,MA-L,false
4C3488,24,Intel Corporate,MA-L,false
4C364E,24,"Panasonic Connect Co., Ltd",MA-L,false
4C37DE,24,Altobeam Inc,MA-L,false
4C38D5,24,MITAC COMPUTING TECHNOLOGY CORPORATION,MA-L,false
4C38D8,24,Commscope,MA-L,false
4C3909,24,HPL Electric & Power Private Limited,MA-L,false
4C3910,24,"Newtek Electronics Co., Ltd",MA-L,false
4C3946,24,"Samsung Electronics Co.,ltd",MA-L,false
4C3B6C,24,GARO AB,MA-L,false
4C3B74,24,"VOGTEC(H.K.) Co., Ltd",MA-L,false
4C3BDF,24,Microsoft Corporation,MA-L,false
4C3C16,24,"Samsung Electronics Co.,ltd",MA-L,false
4C3FA7,24,Ugrid Network Inc,MA-L,false
4C3FD3,24,Texas Instruments,MA-L,false
4C4088,24,"SANSHIN ELECTRONICS CO.,LTD.",MA-L,false
4C421E,24,"Cisco Systems, Inc",MA-L,false
4C4341,24,Calix Inc,MA-L,false
4C445B,24,Intel Corporate,MA-L,false
4C4576,24,"China Mobile(hangzhou) Information Technology Co.,ltd.",MA-L,false
4C46D1,24,"Guangzhou V-solution Telecommunication Technology Co.,ltd.",MA-L,false
4C48DA,24,"Beijing Autelan Technology Co.,ltd",MA-L,false
4C4929,24,"TCL King Electrical Appliances(huizhou)co.,ltd",MA-L,false
4C494F,24,Zte Corporation,MA-L,false
4C4968,24,"Ruijie Networks Co.,ltd",MA-L,false
4C496C,24,Intel Corporate,MA-L,false
4C49E3,24,Xiaomi Communications Co Ltd,MA-L,false
4C4B68,24,"Mobile Device, Inc",MA-L,false
4C4BF9,24,IEEE Registration Authority,MA-L,true
4C4BF90,28,Multitek Elektronik Sanayi Ve Ticaret A.S.,MA-M,false
4C4BF91,28,"Jiangsu Acrel Co., Ltd",MA-M,false
4C4BF92,28,"Shenzhen Hommpro Technology Co.,ltd",MA-M,false
4C4BF93,28,"Power Active Co., Ltd",MA-M,false
4C4BF94,28,"Shenzhen Dingsheng Technology Co., LTD",MA-M,false
4C4BF95,28,Remedee Labs,MA-M,false
4C4BF96,28,"Shandong Linkotech Electronic Co., Ltd",MA-M,false
4C4BF97,28,GLONEXS,MA-M,false
4C4BF98,28,Zivid AS,MA-M,false
4C4BF99,28,Tecnoplus Srl,MA-M,false
4C4BF9A,28,Electrolux Professional AB,MA-M,false
4C4BF9B,28,Stored Energy Systems,MA-M,false
4C4BF9C,28,Connected IO,MA-M,false
4C4BF9D,28,"Shenzhen Haichuan Intelligent Information Technology Co., Ltd",MA-M,false
4C4BF9E,28,Beijing Autoai Technology Co. LTD,MA-M,false
4C4CD8,24,Zte Corporation,MA-L,false
4C4D66,24,"Nanjing Jiahao Technology Co., Ltd",MA-L,false
4C4E03,24,TCT Mobile Ltd,MA-L,false
4C4E35,24,"Cisco Systems, Inc",MA-L,false
4C4FEE,24,"Oneplus Technology (shenzhen) Co., Ltd",MA-L,false
4C5077,24,"Huawei Device Co., Ltd",MA-L,false
4C50DD,24,"Hui Zhou Gaoshengda Technology Co.,ltd",MA-L,false
4C50F1,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4C5262,24,Fujitsu Technology Solutions Gmbh,MA-L,false
4C52EC,24,SOLARWATT Gmbh,MA-L,false
4C5369,24,"Yanfeng Visteon(chongqing) Automotive Electronic Co.,ltd",MA-L,false
4C53FD,24,Amazon Technologies Inc,MA-L,false
4C5427,24,Linepro Sp. Z O.o.,MA-L,false
4C5499,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4C5585,24,Hamilton Systems,MA-L,false
4C55B8,24,Turkcell Teknoloji,MA-L,false
4C55CC,24,Zentri Pty Ltd,MA-L,false
4C569D,24,"Apple, Inc",MA-L,false
4C56DF,24,Targus US LLC,MA-L,false
4C5739,24,"Samsung Electronics Co.,ltd",MA-L,false
4C57CA,24,"Apple, Inc",MA-L,false
4C5BB3,24,Silicon Laboratories,MA-L,false
4C5CDF,24,ITEL MOBILE LIMITED,MA-L,false
4C5D3C,24,"Cisco Systems, Inc",MA-L,false
4C5D6A,24,"Apple, Inc",MA-L,false
4C5DCD,24,Oy Finnish Electric Vehicle Technologies Ltd,MA-L,false
4C5E0C,24,Routerboard.com,MA-L,false
4C5ED3,24,Unisyue Technologies Co; LTD.,MA-L,false
4C5F70,24,Intel Corporate,MA-L,false
4C5FD2,24,Alcatel-lucent,MA-L,false
4C60AD,24,Amazon Technologies Inc,MA-L,false
4C60BA,24,Altobeam Inc,MA-L,false
4C60D5,24,Airpointe Of New Hampshire,MA-L,false
4C60DE,24,NETGEAR,MA-L,false
4C617E,24,"Huawei Device Co., Ltd",MA-L,false
4C6255,24,SANMINA-SCI SYSTEM DE MEXICO S.A. DE C.V.,MA-L,false
4C627B,24,Smartcow AI Technologies Taiwan Ltd,MA-L,false
4C62CD,24,Nokia,MA-L,false
4C62DF,24,"Hangzhou Hikvision Digital Technology Co.,ltd.",MA-L,false
4C6371,24,Xiaomi Communications Co Ltd,MA-L,false
4C63AD,24,"Huawei Device Co., Ltd",MA-L,false
4C63EB,24,Application Solutions (electronics And Vision) Ltd,MA-L,false
4C6460,24,ITEL MOBILE LIMITED,MA-L,false
4C64D9,24,"Guangdong Leawin Group Co., Ltd",MA-L,false
4C65A8,24,IEEE Registration Authority,MA-L,true
4C65A80,28,WELT Corporation,MA-M,false
4C65A81,28,Beijing Bluehalo Internet Inc,MA-M,false
4C65A82,28,Orica Europe Pty Ltd & Co KG,MA-M,false
4C65A83,28,Roost,MA-M,false
4C65A84,28,Plus One Japan Limited,MA-M,false
4C65A85,28,Tel-electronics Ltd,MA-M,false
4C65A86,28,Nuviz Oy,MA-M,false
4C65A87,28,"Wuhan Morequick Network Technology Co., Ltd",MA-M,false
4C65A88,28,"Instant Byte, S.L.",MA-M,false
4C65A89,28,"SHENZHEN LISAIER TRONICS CO.,LTD",MA-M,false
4C65A8A,28,"Suzhou Embedded Electronic Technology Co., Ltd",MA-M,false
4C65A8B,28,ZMIN Technologies,MA-M,false
4C65A8C,28,Fuse,MA-M,false
4C65A8D,28,"Qingping Technology (beijing) Co., Ltd",MA-M,false
4C65A8E,28,High Infinity Germany,MA-M,false
4C6641,24,SAMSUNG ELECTRO-MECHANICS(THAILAND),MA-L,false
4C66A6,24,"Samsung Electronics Co.,ltd",MA-L,false
4C6AF6,24,HMD Global Oy,MA-L,false
4C6BB8,24,"Hui Zhou Gaoshengda Technology Co.,ltd",MA-L,false
4C6BE8,24,"Apple, Inc",MA-L,false
4C6C13,24,Iot Company Solucoes Tecnologicas Ltda,MA-L,false
4C6D58,24,Juniper Networks,MA-L,false
4C6E6E,24,"Comnect Technology CO.,LTD",MA-L,false
4C6F9C,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4C70CC,24,Blyott NV,MA-L,false
4C710C,24,"Cisco Systems, Inc",MA-L,false
4C710D,24,"Cisco Systems, Inc",MA-L,false
4C7167,24,Polabs D.o.o.,MA-L,false
4C7274,24,Shenzhenshi Xinzhongxin Technology Co.ltd,MA-L,false
4C72B9,24,PEGATRON CORPORATION,MA-L,false
4C734F,24,Juniper Networks,MA-L,false
4C7367,24,Genius Bytes Software Solutions Gmbh,MA-L,false
4C73A5,24,KOVE,MA-L,false
4C7403,24,BQ,MA-L,false
4C7487,24,"Leader Phone Communication Technology Co., Ltd",MA-L,false
4C74A7,24,IEEE Registration Authority,MA-L,true
4C74A70,28,"Shenzhen Timekettle Technologies Co.,ltd",MA-M,false
4C74A71,28,"Shenzhen Hollyland Technology Co.,ltd",MA-M,false
4C74A72,28,Cyanview,MA-M,false
4C74A73,28,Gocodeit Inc,MA-M,false
4C74A74,28,"Wuxi Micro Innovation Integrated Circuit Design Co., Ltd",MA-M,false
4C74A75,28,"AGILITY ROBOTICS, INC.",MA-M,false
4C74A76,28,"ABB LV Installation Materials Co., Ltd. Beijing",MA-M,false
4C74A77,28,COREIP TECHNOLOGY PRIVATE LIMITED,MA-M,false
4C74A78,28,Annapurna Labs,MA-M,false
4C74A79,28,Suzhou Xiongli Technology Inc,MA-M,false
4C74A7A,28,RAONARK,MA-M,false
4C74A7B,28,Traplinked Gmbh,MA-M,false
4C74A7C,28,N3com,MA-M,false
4C74A7D,28,Ddcpersia,MA-M,false
4C74A7E,28,KYOCERA CORPORATION,MA-M,false
4C74BF,24,"Apple, Inc",MA-L,false
4C7525,24,Espressif Inc,MA-L,false
4C7625,24,Dell Inc,MA-L,false
4C7713,24,Renesas Electronics (penang) Sdn. Bhd.,MA-L,false
4C774F,24,Embedded Wireless Labs,MA-L,false
4C7766,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L,false
4C776D,24,"Cisco Systems, Inc",MA-L,false
4C77CB,24,Intel Corporate,MA-L,false
4C7872,24,Cav. Uff. Giacomo Cimberio S.p.a.,MA-L,false
4C7897,24,Arrowhead Alarm Products Ltd,MA-L,false
4C796E,24,Intel Corporate,MA-L,false
4C7975,24,"Apple, Inc",MA-L,false
4C79BA,24,Intel Corporate,MA-L,false
4C7A48,24,Nippon Seiki (europe) B.V.,MA-L,false
4C7B35,24,"UNIONMAN TECHNOLOGY CO.,LTD",MA-L,false
4C7C5F,24,"Apple, Inc",MA-L,false
4C7CD9,24,"Apple, Inc",MA-L,false
4C7F62,24,Nokia Corporation,MA-L,false
4C804F,24,Armstrong Monitoring Corp,MA-L,false
4C8093,24,Intel Corporate,MA-L,false
4C80BA,24,"Wuhan Tianyu Information Industry Co., Ltd",MA-L,false
4C8120,24,Taicang T&W Electronics,MA-L,false
4C8125,24,"ZOWEE Technology(heyuan)co.,ltd",MA-L,false
4C820C,24,"Apple, Inc",MA-L,false
4C8237,24,Telink Micro LLC,MA-L,false
4C82A9,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
4C82CF,24,Dish Technologies Corp,MA-L,false
4C83DE,24,Cisco SPVTG,MA-L,false
4C858A,24,BUFFALO.INC,MA-L,false
4C875D,24,Bose Corporation,MA-L,false
4C889E,24,"Huawei Device Co., Ltd",MA-L,false
4C8B30,24,"Actiontec Electronics, Inc",MA-L,false
4C8B55,24,Grupo Digicon,MA-L,false
4C8BEF,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4C8D53,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4C8D79,24,"Apple, Inc",MA-L,false
4C8E19,24,Xiaomi Communications Co Ltd,MA-L,false
4C8ECC,24,SILKAN SA,MA-L,false
4C8FA5,24,Jastec,MA-L,false
4C90DB,24,JL Audio,MA-L,false
4C910C,24,"Lanix Internacional, S.A. De C.V.",MA-L,false
4C9157,24,"Fujian LANDI Commercial Equipment Co.,ltd",MA-L,false
4C917A,24,IEEE Registration Authority,MA-L,true
4C917A0,28,"Shenzhen Dangs Science & Technology CO.,LTD",MA-M,false
4C917A1,28,Inster Tecnología Y Comunicaciones SAU,MA-M,false
4C917A2,28,"Chongqing Unisinsight Technology Co.,ltd.",MA-M,false
4C917A3,28,Smart Access,MA-M,false
4C917A4,28,Lumigrow Inc,MA-M,false
4C917A5,28,Mtekvision,MA-M,false
4C917A6,28,Openeye,MA-M,false
4C917A7,28,MECCALTE SPA,MA-M,false
4C917A8,28,Camsat Przemysław Gralak,MA-M,false
4C917A9,28,"Hangzhou Hangtu Technology Co.,ltd.",MA-M,false
4C917AA,28,Erlab DFS SAS,MA-M,false
4C917AB,28,Avertx,MA-M,false
4C917AC,28,Alibaba (beijing) software Service Inc,MA-M,false
4C917AD,28,"Shenzhen Bankledger Technology Co, Ltd",MA-M,false
4C917AE,28,Annapurna Labs,MA-M,false
4C92D2,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4C93A6,24,IEEE Registration Authority,MA-L,true
4C93A60,28,"Vestaboard, Inc",MA-M,false
4C93A61,28,Atrie Technology Fzc,MA-M,false
4C93A62,28,"Diehl Controls Nanjing Co., Ltd",MA-M,false
4C93A63,28,"Commsignia, Ltd",MA-M,false
4C93A64,28,4thewall - 4D Sistem A.S,MA-M,false
4C93A65,28,Fastenal IP Company,MA-M,false
4C93A66,28,"Shandong Senter Electronic Co., Ltd",MA-M,false
4C93A67,28,"5voxel Co., Ltd",MA-M,false
4C93A68,28,Sercomm Corporation.,MA-M,false
4C93A69,28,Advantics,MA-M,false
4C93A6A,28,"Hanwang Technology Co.,ltd",MA-M,false
4C93A6B,28,Felten Electronics,MA-M,false
4C93A6C,28,"Wuhan Maiwe Communication Co.,ltd",MA-M,false
4C93A6D,28,Cantronic Systems (canada) Inc,MA-M,false
4C93A6E,28,CELLTRON,MA-M,false
4C9614,24,Juniper Networks,MA-L,false
4C962D,24,Fresh AB,MA-L,false
4C968A,24,"Wacom Co.,ltd.",MA-L,false
4C97A1,24,Silicon Laboratories,MA-L,false
4C97CC,24,"Apple, Inc",MA-L,false
4C98EF,24,Zeo,MA-L,false
4C9992,24,"Vivo Mobile Communication Co., Ltd",MA-L,false
4C99E8,24,"ZHEJIANG DAHUA TECHNOLOGYCO.,LTD",MA-L,false
4C9B63,24,LG Innotek,MA-L,false
4C9D22,24,"ACES Co.,ltd",MA-L,false
4C9E6C,24,BROADEX TECHNOLOGIES CO.LTD,MA-L,false
4C9E80,24,"KYOKKO ELECTRIC Co., Ltd",MA-L,false
4C9EE4,24,"Hanyang Navicom Co.,ltd.",MA-L,false
4C9EFF,24,Zyxel Communications Corporation,MA-L,false
4C9FF1,24,"Apple, Inc",MA-L,false
4CA003,24,VITEC,MA-L,false
4CA0D4,24,"Telink Semiconductor (shanghai) Co., Ltd",MA-L,false
4CA161,24,Rain Bird Corporation,MA-L,false
4CA38F,24,"Shenzhen Trolink Technology Co.,ltd",MA-L,false
4CA3A7,24,TECNO MOBILE LIMITED,MA-L,false
4CA515,24,Baikal Electronics JSC,MA-L,false
4CA56D,24,"Samsung Electronics Co.,ltd",MA-L,false
4CA64D,24,"Cisco Systems, Inc",MA-L,false
4CA74B,24,Alcatel Lucent,MA-L,false
4CA919,24,Tuya Smart Inc,MA-L,false
4CA928,24,Insensi,MA-L,false
4CA954,24,Intel Corporate,MA-L,false
4CAA16,24,Azurewave Technologies (shanghai) Inc,MA-L,false
4CAB33,24,KST Technology,MA-L,false
4CAB4F,24,"Apple, Inc",MA-L,false
4CABF3,24,"Universal Electronics, Inc",MA-L,false
4CABF8,24,ASKEY COMPUTER CORP,MA-L,false
4CABFC,24,Zte Corporation,MA-L,false
4CAC0A,24,Zte Corporation,MA-L,false
4CAD35,24,"Apple, Inc",MA-L,false
4CADA8,24,PANOPTICS CORP.,MA-L,false
4CADDF,24,Công Ty Cổ Phần Thiết Bị Công Nghiệp GEIC,MA-L,false
4CAE13,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CAE1C,24,Sainxt Technologies LLP,MA-L,false
4CAE31,24,Shenghai Electronics (shenzhen) Ltd,MA-L,false
4CAEA3,24,Hewlett Packard Enterprise,MA-L,false
4CAEEC,24,"Guangzhou Limee Technology Co.,ltd",MA-L,false
4CB008,24,"Shenzhen Gwelltimes Technology Co.,ltd",MA-L,false
4CB04A,24,Intel Corporate,MA-L,false
4CB087,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CB0E8,24,"Beijing Rongzhi Xinghua Technology Co., LTD",MA-L,false
4CB16C,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CB199,24,"Apple, Inc",MA-L,false
4CB1CD,24,Ruckus Wireless,MA-L,false
4CB21C,24,"Maxphotonics Co.,ltd",MA-L,false
4CB44A,24,NANOWAVE Technologies Inc,MA-L,false
4CB4EA,24,"HRD (S) PTE., LTD.",MA-L,false
4CB76D,24,Novi Security,MA-L,false
4CB7E0,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L,false
4CB81C,24,SAM Electronics Gmbh,MA-L,false
4CB82C,24,"Cambridge Mobile Telematics, Inc",MA-L,false
4CB8B5,24,"Shenzhen YOUHUA Technology Co., Ltd",MA-L,false
4CB910,24,"Apple, Inc",MA-L,false
4CB911,24,"Raisecom Technology CO., LTD",MA-L,false
4CB99B,24,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L,false
4CB9C8,24,"CONET CO., LTD.",MA-L,false
4CB9EA,24,Irobot Corporation,MA-L,false
4CBA7D,24,"Gemtek Technology Co., Ltd",MA-L,false
4CBAA3,24,Bison Electronics Inc,MA-L,false
4CBAD7,24,LG Innotek,MA-L,false
4CBB47,24,NVIDIA Corporation,MA-L,false
4CBB58,24,"Chicony Electronics Co., Ltd",MA-L,false
4CBB6F,24,Infinix Mobility Limited,MA-L,false
4CBC42,24,"Shenzhen Hangsheng Electronics Co.,ltd.",MA-L,false
4CBC48,24,"Cisco Systems, Inc",MA-L,false
4CBC72,24,Primex Wireless,MA-L,false
4CBC98,24,IEEE Registration Authority,MA-L,true
4CBC980,28,Charge-amps AB,MA-M,false
4CBC981,28,JSC NIC,MA-M,false
4CBC982,28,Quake Global Inc,MA-M,false
4CBC983,28,Machine Max,MA-M,false
4CBC984,28,"Nemon Co., Ltd",MA-M,false
4CBC985,28,Gronic Systems Gmbh,MA-M,false
4CBC986,28,"Humanplus Intelligent Robotics Technology Co.,ltd.",MA-M,false
4CBC987,28,Voegtlin Instruments Gmbh,MA-M,false
4CBC988,28,"Shenzhen Shanling Digital Technology Development Co.,ltd.",MA-M,false
4CBC989,28,Airtex Manufacturing Partnership,MA-M,false
4CBC98A,28,"Shenzhen Cogitation Technology Co.,ltd.",MA-M,false
4CBC98B,28,"Dongguan Smartaction Technology Co.,ltd",MA-M,false
4CBC98C,28,Heliotis AG,MA-M,false
4CBC98D,28,"Elink Technology (shenzhen) Co., Limited",MA-M,false
4CBC98E,28,Wonder Workshop,MA-M,false
4CBCA5,24,"Samsung Electronics Co.,ltd",MA-L,false
4CBCB4,24,ABB Spa - DIN Rail,MA-L,false
4CBCE9,24,LG Innotek,MA-L,false
4CBD8F,24,"Hangzhou Hikvision Digital Technology Co.,ltd.",MA-L,false
4CC00A,24,"Vivo Mobile Communication Co., Ltd",MA-L,false
4CC096,24,"Shenzhen Superelectron Technology Co.,ltd.",MA-L,false
4CC206,24,Somfy,MA-L,false
4CC382,24,Espressif Inc,MA-L,false
4CC449,24,Icotera A/S,MA-L,false
4CC452,24,Shang Hai Tyd. Electon Technology Ltd,MA-L,false
4CC53E,24,Zyxel Communications Corporation,MA-L,false
4CC5D9,24,Dell Inc,MA-L,false
4CC602,24,"Radios, Inc",MA-L,false
4CC64C,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
4CC681,24,"Shenzhen Aisat Electronic Co., Ltd",MA-L,false
4CC7D6,24,"FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.",MA-L,false
4CC844,24,"Maipu Communication Technology Co.,ltd.",MA-L,false
4CC8A1,24,Cisco Meraki,MA-L,false
4CC94F,24,Nokia,MA-L,false
4CC95E,24,"Samsung Electronics Co.,ltd",MA-L,false
4CCA53,24,"Skyera, Inc",MA-L,false
4CCA95,24,"Huawei Device Co., Ltd",MA-L,false
4CCBF5,24,Zte Corporation,MA-L,false
4CCC34,24,Motorola Solutions Inc,MA-L,false
4CCC6A,24,"Micro-star INTL CO., LTD.",MA-L,false
4CCDB6,24,"Apple, Inc",MA-L,false
4CCE2D,24,Danlaw Inc,MA-L,false
4CCF7C,24,HP Inc,MA-L,false
4CD08A,24,"HUMAX Co., Ltd",MA-L,false
4CD0CB,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CD0DD,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CD0F9,24,"Cisco Systems, Inc",MA-L,false
4CD1A1,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CD2FB,24,"UNIONMAN TECHNOLOGY CO.,LTD",MA-L,false
4CD3AF,24,HMD Global Oy,MA-L,false
4CD546,24,Hewlett Packard Enterprise,MA-L,false
4CD577,24,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",MA-L,false
4CD587,24,Hewlett Packard Enterprise,MA-L,false
4CD629,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CD637,24,"Qsono Electronics Co., Ltd",MA-L,false
4CD717,24,Dell Inc,MA-L,false
4CD74A,24,Vantiva USA LLC,MA-L,false
4CD7B6,24,Helmer Scientific,MA-L,false
4CD7C8,24,"Guangzhou V-solution Telecommunication Technology Co.,ltd.",MA-L,false
4CD98F,24,Dell Inc,MA-L,false
4CD9C4,24,Magneti Marelli Automotive Electronics (guangzhou) Co. Ltd,MA-L,false
4CDA38,24,Texas Instruments,MA-L,false
4CDC0D,24,Coral Telecom Limited,MA-L,false
4CDD31,24,"Samsung Electronics Co.,ltd",MA-L,false
4CDD7D,24,LHP Telematics LLC,MA-L,false
4CDE48,24,"Huawei Device Co., Ltd",MA-L,false
4CDF3D,24,TEAM ENGINEERS ADVANCE TECHNOLOGIES INDIA PVT LTD,MA-L,false
4CE0DB,24,Xiaomi Communications Co Ltd,MA-L,false
4CE136,24,Private,MA-L,false
4CE173,24,IEEE Registration Authority,MA-L,true
4CE1730,28,"Beijing Sutongwang E-business Co., Ltd",MA-M,false
4CE1731,28,Nexoforge Inc,MA-M,false
4CE1732,28,Lenovo Data Center Group,MA-M,false
4CE1733,28,Outpaceio,MA-M,false
4CE1734,28,"Huizhou Dehong Technology Co., Ltd",MA-M,false
4CE1735,28,Newvastek,MA-M,false
4CE1736,28,"DAIKOKU DENKI CO.,LTD.",MA-M,false
4CE1737,28,Ersúles Limited,MA-M,false
4CE1738,28,"Nanjing Tongke Technology Development Co., LTD",MA-M,false
4CE1739,28,"Shenzhen Evolution Dynamics Co., Ltd",MA-M,false
4CE173A,28,Jvi,MA-M,false
4CE173B,28,"Shanghai Ehong Technology Co.,ltd",MA-M,false
4CE173C,28,REMONDE NETWORK,MA-M,false
4CE173D,28,KTC(K-TEL),MA-M,false
4CE173E,28,Plus One Japan Limited,MA-M,false
4CE175,24,"Cisco Systems, Inc",MA-L,false
4CE176,24,"Cisco Systems, Inc",MA-L,false
4CE19E,24,TECNO MOBILE LIMITED,MA-L,false
4CE1BB,24,"Zhuhai Hifocus Technology Co., Ltd",MA-L,false
4CE2F1,24,Udino Srl,MA-L,false
4CE5AE,24,"Tianjin Beebox Intelligent Technology Co.,ltd.",MA-L,false
4CE676,24,BUFFALO.INC,MA-L,false
4CE6C0,24,"Apple, Inc",MA-L,false
4CE705,24,"Siemens Industrial Automation Products Ltd., Chengdu",MA-L,false
4CE933,24,"Railcomm, LLC",MA-L,false
4CE9E4,24,"New H3C Technologies Co., Ltd",MA-L,false
4CEA41,24,IEEE Registration Authority,MA-L,true
4CEA410,28,Airflying,MA-M,false
4CEA411,28,"Hawkeye Technology Co.,ltd",MA-M,false
4CEA412,28,"SHENZHEN ATC Technology Co., Ltd",MA-M,false
4CEA413,28,"YENSHOW TECHNOLOGY CO.,LTD",MA-M,false
4CEA414,28,Eltroplan Engineering Gmbh,MA-M,false
4CEA415,28,"ZICHAN J TECHNOLOGY CO.,LTD",MA-M,false
4CEA416,28,Gopod Group Limited,MA-M,false
4CEA417,28,Atos Spa,MA-M,false
4CEA418,28,WUXI LATCOS TECHNOLOGY AUTOMATION Co.ltd.,MA-M,false
4CEA419,28,Annapurna Labs,MA-M,false
4CEA41A,28,Vortex Infotech Private Limited,MA-M,false
4CEA41B,28,"Hangzhou Hortwork Technology Co.,ltd.",MA-M,false
4CEA41C,28,Hogotech,MA-M,false
4CEA41D,28,"Jiangsu TSD Electronics Technology Co., Ltd",MA-M,false
4CEA41E,28,Aztech Group DOOEL,MA-M,false
4CEAAE,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
4CEB42,24,Intel Corporate,MA-L,false
4CEB76,24,Murrelektronik Gmbh,MA-L,false
4CEBBD,24,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",MA-L,false
4CEBD6,24,Espressif Inc,MA-L,false
4CEC0F,24,"Cisco Systems, Inc",MA-L,false
4CECEF,24,"Soraa, Inc",MA-L,false
4CEDDE,24,ASKEY COMPUTER CORP,MA-L,false
4CEDFB,24,Asustek COMPUTER INC.,MA-L,false
4CEEB0,24,SHC Netzwerktechnik Gmbh,MA-L,false
4CEF56,24,Shenzhen Sundray Technologies Company Limited,MA-L,false
