prefix,prefix_bits,manufacturer,registry_type,is_ieee_reserved
4CEFC0,24,Amazon Technologies Inc,MA-L,false
4CF02E,24,Vifa Denmark A/S,MA-L,false
4CF19E,24,Groupe Atlantic,MA-L,false
4CF202,24,Xiaomi Communications Co Ltd,MA-L,false
4CF2BF,24,"Cambridge Industries(group) Co.,ltd.",MA-L,false
4CF45B,24,Blue Clover Devices,MA-L,false
4CF475,24,"Huawei Device Co., Ltd",MA-L,false
4CF55B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CF5A0,24,Scalable Network Technologies Inc,MA-L,false
4CF5DC,24,"Hangzhou Hikvision Digital Technology Co.,ltd.",MA-L,false
4CF737,24,"Samji Electronics Co., Ltd",MA-L,false
4CF95D,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CFA9A,24,"Shenzhen Quanxing Technology Co., Ltd",MA-L,false
4CFAC9,24,BWS Iot,MA-L,false
4CFACA,24,"Cambridge Industries(group) Co.,ltd.",MA-L,false
4CFB45,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
4CFBF4,24,Optimal Audio Ltd,MA-L,false
4CFBFE,24,Sercomm Japan Corporation,MA-L,false
4CFC22,24,"SHANGHAI HI-TECH CONTROL SYSTEM CO.,LTD.",MA-L,false
4CFCAA,24,"Tesla,inc.",MA-L,false
4CFE2E,24,"Dongguan Siyoto Electronics Co., Ltd",MA-L,false
4CFF12,24,"Fuze Entertainment Co., Ltd",MA-L,false
500084,24,Siemens Canada,MA-L,false
50008C,24,Hong Kong Telecommunications (HKT) Limited,MA-L,false
5000E0,24,"Cisco Systems, Inc",MA-L,false
5000E6,24,"Mellanox Technologies, Inc",MA-L,false
50016B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
5001BB,24,"Samsung Electronics Co.,ltd",MA-L,false
5001D9,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
500238,24,"Nokia Shanghai Bell Co., Ltd",MA-L,false
500291,24,Espressif Inc,MA-L,false
5003CF,24,CANON INC.,MA-L,false
500401,24,Telhi Corporation,MA-L,false
5004B8,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
50053D,24,Cywee Group Ltd,MA-L,false
50056E,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
500604,24,"Cisco Systems, Inc",MA-L,false
5006AB,24,"Cisco Systems, Inc",MA-L,false
5006F5,24,"Roku, Inc",MA-L,false
5007C3,24,Amazon Technologies Inc,MA-L,false
500959,24,Vantiva USA LLC,MA-L,false
5009E5,24,"Drimsys,inc",MA-L,false
500A52,24,Huiwan Technologies Co. Ltd,MA-L,false
500A9C,24,Extreme Networks Headquarters,MA-L,false
500B23,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
500B26,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
500B32,24,"Foxda Technology Industrial(shenzhen)co.,ltd",MA-L,false
500B88,24,Moxa.inc,MA-L,false
500B91,24,IEEE Registration Authority,MA-L,true
500B910,28,"Igor, Inc",MA-M,false
500B911,28,SPD Development Company Ltd,MA-M,false
500B912,28,Annapurna Labs,MA-M,false
500B913,28,EWIN TECHNOLOGY LIMITED,MA-M,false
500B914,28,Sinope Technologies Inc,MA-M,false
500B915,28,"Jiangsu Zhongling High-tech CO.,LTD.",MA-M,false
500B916,28,Security Alarms & Co. S.A.,MA-M,false
500B917,28,"Shenzhen Xinfa Electronic Co.,ltd",MA-M,false
500B918,28,Panasonic Enterprise Solutions Company,MA-M,false
500B919,28,"Machfu, Inc",MA-M,false
500B91A,28,New Audio LLC,MA-M,false
500B91B,28,Thumbzup UK Limited,MA-M,false
500B91C,28,"Diamond Traffic Products, Inc",MA-M,false
500B91D,28,"Shenzhen Lucky Sonics Co .,ltd",MA-M,false
500B91E,28,Shenzhen Zhong Ju Fiber Optical Co.ltd,MA-M,false
500E6D,24,Trafficcast International,MA-L,false
500F59,24,Stmicrolectronics International NV,MA-L,false
500F80,24,"Cisco Systems, Inc",MA-L,false
500FF5,24,"Tenda Technology Co.,ltd.dongguan Branch",MA-L,false
5011EB,24,Silvernet Ltd,MA-L,false
50131D,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
501365,24,Vola Networks Inc,MA-L,false
501395,24,"Sichuan ai-link technology co., ltd.",MA-L,false
50139D,24,"Sierra Wireless, ULC",MA-L,false
501408,24,Ainet,MA-L,false
501479,24,Irobot Corporation,MA-L,false
5014B5,24,"Richfit Information Technology Co., Ltd",MA-L,false
5014C1,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
5016F4,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
5017FF,24,"Cisco Systems, Inc",MA-L,false
50184C,24,Platina Systems Inc,MA-L,false
501AA5,24,GN Netcom A/S,MA-L,false
501AC5,24,Microsoft,MA-L,false
501B32,24,Taicang T&W Electronics,MA-L,false
501B6A,24,"SUNITEC TECHNOLOGY CO.,LIMITED",MA-L,false
501CB0,24,"Cisco Systems, Inc",MA-L,false
501CBF,24,"Cisco Systems, Inc",MA-L,false
501D93,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
501E2D,24,Streamunlimited Engineering Gmbh,MA-L,false
501FC6,24,"Apple, Inc",MA-L,false
502065,24,"Quectel Wireless Solutions Co.,ltd.",MA-L,false
50206B,24,Copeland - Transportation Solutions Aps,MA-L,false
5021EC,24,"Huawei Device Co., Ltd",MA-L,false
502267,24,Pixelink,MA-L,false
50236D,24,"Nintendo Co.,ltd",MA-L,false
5023A2,24,"Apple, Inc",MA-L,false
50252B,24,Nethra Imaging Incorporated,MA-L,false
502690,24,FUJITSU LIMITED,MA-L,false
5026D2,24,AVIRE Trading Limited,MA-L,false
5026EF,24,"Murata Manufacturing Co., Ltd",MA-L,false
5027A9,24,Eero Inc,MA-L,false
5027C7,24,"TECHNART Co.,ltd",MA-L,false
50284A,24,Intel Corporate,MA-L,false
502873,24,"Huawei Device Co., Ltd",MA-L,false
50294D,24,"NANJING IOT SENSOR TECHNOLOGY CO,LTD",MA-L,false
50297B,24,"China Mobile Group Device Co.,ltd.",MA-L,false
5029F5,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
502A7E,24,Smart Electronic Gmbh,MA-L,false
502A8B,24,Telekom Research And Development Sdn Bhd,MA-L,false
502B73,24,"Tenda Technology Co.,ltd.dongguan Branch",MA-L,false
502B98,24,Es-tech International,MA-L,false
502CC6,24,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",MA-L,false
502D1D,24,Nokia Corporation,MA-L,false
502DA2,24,Intel Corporate,MA-L,false
502DBB,24,"GD Midea Air-conditioning Equipment Co.,ltd.",MA-L,false
502DF4,24,Phytec Messtechnik Gmbh,MA-L,false
502DFB,24,"Igshare Co., Ltd",MA-L,false
502E5C,24,HTC Corporation,MA-L,false
502E66,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
502E91,24,Azurewave Technology Inc,MA-L,false
502ECE,24,"Asahi Electronics Co.,ltd",MA-L,false
502F54,24,CIG SHANGHAI CO LTD,MA-L,false
502F9B,24,Intel Corporate,MA-L,false
502FA8,24,"Cisco Systems, Inc",MA-L,false
502FBB,24,"Motorola Mobility LLC, A Lenovo Company",MA-L,false
5030F4,24,"Exascend, Inc",MA-L,false
5031AD,24,ABB Global Industries And Services Private Limited,MA-L,false
503237,24,"Apple, Inc",MA-L,false
50325F,24,Silicon Laboratories,MA-L,false
503275,24,"Samsung Electronics Co.,ltd",MA-L,false
50338B,24,Texas Instruments,MA-L,false
5033F0,24,YICHEN (SHENZHEN) TECHNOLOGY CO.LTD,MA-L,false
50382F,24,ASE Group Chung-li,MA-L,false
5038AB,24,PROVE,MA-L,false
50392F,24,INGRAM MICRO SERVICES,MA-L,false
503955,24,Cisco SPVTG,MA-L,false
503A0F,24,ALL Winner (hong Kong) Limited,MA-L,false
503A7D,24,"Alphatech PLC Int’l Co., Ltd",MA-L,false
503AA0,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L,false
503CC4,24,Lenovo Mobile Communication Technology Ltd,MA-L,false
503CCA,24,TECNO MOBILE LIMITED,MA-L,false
503CEA,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
503D7F,24,"Nokia Shanghai Bell Co., Ltd",MA-L,false
503DA1,24,"Samsung Electronics Co.,ltd",MA-L,false
503DC6,24,Xiaomi Communications Co Ltd,MA-L,false
503DD1,24,Tp-link Systems Inc,MA-L,false
503DE5,24,"Cisco Systems, Inc",MA-L,false
503DEB,24,"Zhejiang Tmall Technology Co., Ltd",MA-L,false
503E7C,24,Leishen Intelligent System Co.ltd,MA-L,false
503EAA,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
503F50,24,"Huawei Device Co., Ltd",MA-L,false
503F56,24,Syncmold Enterprise Corp,MA-L,false
503F98,24,CMITECH,MA-L,false
504061,24,Nokia,MA-L,false
504074,24,Alarm.com,MA-L,false
50411C,24,"AMPAK Technology,inc.",MA-L,false
504172,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
5041B9,24,"I-O DATA DEVICE,INC.",MA-L,false
504289,24,Zte Corporation,MA-L,false
504348,24,Thingsmatrix Inc,MA-L,false
5043B9,24,Oktoinform RUS,MA-L,false
504594,24,Radisys,MA-L,false
5045F7,24,Liuhe Intelligence Technology Ltd,MA-L,false
50464A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
50465D,24,Asustek COMPUTER INC.,MA-L,false
5046AE,24,MERCURY CORPORATION,MA-L,false
50482C,24,IEEE Registration Authority,MA-L,true
50482C0,28,Landatel Comunicaciones SL,MA-M,false
50482C1,28,Annapurna Labs,MA-M,false
50482C2,28,BBPOS Limited,MA-M,false
50482C3,28,Immunity Networks And Technologies Pvt Ltd,MA-M,false
50482C4,28,HY-LINE Technology Gmbh,MA-M,false
50482C5,28,Bluefin International Inc,MA-M,false
50482C6,28,WIKA Mobile Control Gmbh & Co.kg,MA-M,false
50482C7,28,"Oliver IQ, Inc",MA-M,false
50482C8,28,"Dongguan Amdolla Electric & Light Material Manufacture Co., Ltd",MA-M,false
50482C9,28,Soter Technologies,MA-M,false
50482CA,28,JUNG HO,MA-M,false
50482CB,28,SL Process,MA-M,false
50482CC,28,"Telecam Technology Co.,ltd",MA-M,false
50482CD,28,"KIDO SPORTS CO., LTD.",MA-M,false
50482CE,28,"Harbin Nosean Tese And Control Technology Co.,ltd",MA-M,false
504877,24,"Honor Device Co., Ltd",MA-L,false
5048EB,24,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.,MA-L,false
504921,24,"Cisco Systems, Inc",MA-L,false
5049B0,24,"Samsung Electronics Co.,ltd",MA-L,false
504A5E,24,Masimo Corporation,MA-L,false
504A6E,24,NETGEAR,MA-L,false
504B5B,24,Controltronic Gmbh,MA-L,false
504B9E,24,"Huawei Device Co., Ltd",MA-L,false
504C7E,24,THE 41ST INSTITUTE OF CETC,MA-L,false
504EDC,24,Ping Communication,MA-L,false
504F3B,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
504F94,24,Loxone Electronics Gmbh,MA-L,false
50502A,24,Egardia,MA-L,false
505065,24,TAKT Corporation,MA-L,false
5050A4,24,"Samsung Electronics Co.,ltd",MA-L,false
5050CE,24,Hangzhou Dianyixia Communication Technology Co. Ltd,MA-L,false
50514F,24,Netbeam Technology Limited,MA-L,false
5051A9,24,Texas Instruments,MA-L,false
50523B,24,Nokia,MA-L,false
5052D2,24,"Hangzhou Telin Technologies Co., Limited",MA-L,false
50547B,24,"Nanjing Qinheng Microelectronics Co., Ltd",MA-L,false
505527,24,LG Electronics (mobile Communications),MA-L,false
50558D,24,China Mobile IOT Company Limited,MA-L,false
505663,24,Texas Instruments,MA-L,false
5056A8,24,Jollyboys Ltd,MA-L,false
5056BF,24,"Samsung Electronics Co.,ltd",MA-L,false
50578A,24,"Apple, Inc",MA-L,false
50579C,24,Seiko Epson Corporation,MA-L,false
5057A8,24,"Cisco Systems, Inc",MA-L,false
505800,24,"Wytec International, Inc",MA-L,false
50584F,24,"Waytotec,inc.",MA-L,false
50586F,24,"Huawei Device Co., Ltd",MA-L,false
5058B0,24,"Hunan Greatwall Computer System Co., Ltd",MA-L,false
505967,24,Intent Solutions Inc,MA-L,false
505A65,24,Azurewave Technology Inc,MA-L,false
505AC6,24,"GUANGDONG SUPER TELECOM CO.,LTD.",MA-L,false
505B1D,24,"Shenzhen C-data Technology Co., Ltd",MA-L,false
505BC2,24,Liteon Technology Corporation,MA-L,false
505C88,24,"Cisco Systems, Inc",MA-L,false
505D7A,24,Zte Corporation,MA-L,false
505DAC,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
505E24,24,Zte Corporation,MA-L,false
505E5C,24,"SUNITEC TECHNOLOGY CO.,LIMITED",MA-L,false
505FB5,24,ASKEY COMPUTER CORP,MA-L,false
506028,24,Xirrus Inc,MA-L,false
506184,24,Avaya Inc,MA-L,false
5061BF,24,"Cisco Systems, Inc",MA-L,false
5061D6,24,Indu-sol Gmbh,MA-L,false
5061F6,24,"Universal Electronics, Inc",MA-L,false
506245,24,Annapurna Labs,MA-L,false
506255,24,IEEE Registration Authority,MA-L,true
5062550,28,Ufanet SC,MA-M,false
5062551,28,"Hagiwara Solutions Co., Ltd",MA-M,false
5062552,28,"Shenzhen Chuangmo Electronics Technology Co., Ltd",MA-M,false
5062553,28,"Hypertech Advance Co., LTD",MA-M,false
5062554,28,XSLAB Inc,MA-M,false
5062555,28,"Suzhou Ruixinjie Information Technology Co.,ltd",MA-M,false
5062556,28,"Shenzhen Sinway South Technology Co., Ltd",MA-M,false
5062557,28,"AVTECH Software, Inc",MA-M,false
5062558,28,"Roda Industrial Development Co.,ltd.",MA-M,false
5062559,28,Southern Ground Audio LLC,MA-M,false
506255A,28,CCTV Manufacturer,MA-M,false
506255B,28,"CHENGDU COVE TECHNOLOGY CO.,LTD",MA-M,false
506255C,28,AED Distribution,MA-M,false
506255D,28,COTT Electronics,MA-M,false
506255E,28,"SHINSOFT CO., LTD.",MA-M,false
506313,24,"Hon Hai Precision Ind. Co.,ltd.",MA-L,false
506391,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
50642B,24,"XIAOMI Electronics,co.,ltd",MA-L,false
506441,24,Greenlee,MA-L,false
506583,24,Texas Instruments,MA-L,false
5065F3,24,Hewlett Packard,MA-L,false
5066E5,24,"Huawei Device Co., Ltd",MA-L,false
506787,24,Planet Networks,MA-L,false
5067AE,24,"Cisco Systems, Inc",MA-L,false
5067E0,24,Altice Labs,MA-L,false
5067F0,24,Zyxel Communications Corporation,MA-L,false
50680A,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
5068AC,24,"Huawei Device Co., Ltd",MA-L,false
50695A,24,"Aifamous（shenzhen）technology Co.,ltd",MA-L,false
506A03,24,NETGEAR,MA-L,false
506B4B,24,"Mellanox Technologies, Inc",MA-L,false
506B8D,24,Nutanix,MA-L,false
506CBE,24,Innosilicontechnology Ltd,MA-L,false
506E92,24,"Innocent Technology Co., Ltd",MA-L,false
506F0C,24,Sagemcom Broadband SAS,MA-L,false
506F77,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
506F98,24,Sehaj Synergy Technologies Private Limited,MA-L,false
506F9A,24,Wi-fi Alliance,MA-L,false
507043,24,SKY UK LIMITED,MA-L,false
507097,24,"China Mobile Group Device Co.,ltd.",MA-L,false
5070E5,24,He Shan World Fair Electronics Technology Limited,MA-L,false
507224,24,Texas Instruments,MA-L,false
50724D,24,BEG Brueck Electronic Gmbh,MA-L,false
5075F1,24,Commscope,MA-L,false
507691,24,"Tekpea, Inc",MA-L,false
5076A6,24,Ecil Informatica Ind. Com. Ltda,MA-L,false
5076AF,24,Intel Corporate,MA-L,false
507705,24,"Samsung Electronics Co.,ltd",MA-L,false
50787D,24,Espressif Inc,MA-L,false
5078B0,24,"Huawei Device Co., Ltd",MA-L,false
5078B3,24,Zte Corporation,MA-L,false
50795B,24,Interexport Telecomunicaciones S.A.,MA-L,false
507973,24,"Inagile Electronic Technology Co.,ltd.",MA-L,false
507A55,24,"Apple, Inc",MA-L,false
507AC5,24,"Apple, Inc",MA-L,false
507B91,24,Sigmastar Technology Ltd,MA-L,false
507B9D,24,"Lcfc(hefei) Electronics Technology Co., Ltd",MA-L,false
507C6F,24,Intel Corporate,MA-L,false
507D02,24,BIODIT,MA-L,false
507E5D,24,Arcadyan Technology Corporation,MA-L,false
50804A,24,"Quectel Wireless Solutions Co.,ltd.",MA-L,false
508140,24,HP Inc,MA-L,false
5082D5,24,"Apple, Inc",MA-L,false
508492,24,Intel Corporate,MA-L,false
508569,24,"Samsung Electronics Co.,ltd",MA-L,false
50874D,24,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L,false
508789,24,"Cisco Systems, Inc",MA-L,false
5087B8,24,Nuvyyo Inc,MA-L,false
508811,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
5088C7,24,Taicang T&W Electronics,MA-L,false
508965,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L,false
5089D1,24,"Huawei Device Co., Ltd",MA-L,false
508A06,24,Tuya Smart Inc,MA-L,false
508A0F,24,"SHENZHEN FISE TECHNOLOGY HOLDING CO.,LTD.",MA-L,false
508A42,24,"Uptmate Technology Co., LTD",MA-L,false
508A7F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
508ACB,24,"SHENZHEN MAXMADE TECHNOLOGY CO., LTD.",MA-L,false
508BB9,24,Tuya Smart Inc,MA-L,false
508C77,24,DIRMEIER Schanktechnik Gmbh &co KG,MA-L,false
508CB1,24,Texas Instruments,MA-L,false
508CC9,24,Zte Corporation,MA-L,false
508CF5,24,"China Mobile Group Device Co.,ltd.",MA-L,false
508D62,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
508D6F,24,CHAHOO Limited,MA-L,false
508E49,24,Xiaomi Communications Co Ltd,MA-L,false
508F4C,24,Xiaomi Communications Co Ltd,MA-L,false
5091E3,24,Tp-link Systems Inc,MA-L,false
5092B9,24,"Samsung Electronics Co.,ltd",MA-L,false
50934F,24,Gradual Tecnologia Ltda.,MA-L,false
509551,24,Commscope,MA-L,false
509707,24,"Xiamen Paperang Technology Co.,ltd.",MA-L,false
509744,24,Integrated Device Technology (malaysia) Sdn. Bhd.,MA-L,false
509772,24,Westinghouse Digital,MA-L,false
509839,24,Xiaomi Communications Co Ltd,MA-L,false
509871,24,Inventum Technologies Private Limited,MA-L,false
509893,24,Texas Instruments,MA-L,false
5098B8,24,"New H3C Technologies Co., Ltd",MA-L,false
5098F3,24,Rheem Australia Pty Ltd,MA-L,false
509903,24,"Meta Platforms, Inc",MA-L,false
50995A,24,Amazon Technologies Inc,MA-L,false
509A46,24,Safetrust Inc,MA-L,false
509A4C,24,Dell Inc,MA-L,false
509A88,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
509B94,24,"Shenzhen Icomm Semiconductor CO.,LTD",MA-L,false
509EA7,24,"Samsung Electronics Co.,ltd",MA-L,false
509F27,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
509F3B,24,"OI ELECTRIC CO.,LTD",MA-L,false
50A009,24,Xiaomi Communications Co Ltd,MA-L,false
50A015,24,"Shenzhen Yipingfang Network Technology Co., Ltd",MA-L,false
50A030,24,IEEE Registration Authority,MA-L,true
50A0300,28,Gopod Group Limited,MA-M,false
50A0301,28,XEPIC Corporation Limited,MA-M,false
50A0302,28,Annapurna Labs,MA-M,false
50A0303,28,Realwear (shanghai) Intelligent Technology Co. Ltd,MA-M,false
50A0304,28,Alert Innovation,MA-M,false
50A0305,28,"Jiangsu Jinshi Legend Technology Co.,ltd",MA-M,false
50A0306,28,Abacus Research AG,MA-M,false
50A0307,28,"Shenzhen Hewang Electric Co.,ltd",MA-M,false
50A0308,28,GE Medical System China Co. Ltd,MA-M,false
50A0309,28,DPA Microphones A/S,MA-M,false
50A030A,28,Missing-link Oy,MA-M,false
50A030B,28,"SHANGHAI ZXELINK Co.,ltd",MA-M,false
50A030C,28,"GUANGZHOU UNIPOWER COMPUTER CO.,LTD",MA-M,false
50A030D,28,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,MA-M,false
50A030E,28,"HANKOOK CTEC CO,. LTD.",MA-M,false
50A054,24,Actineon,MA-L,false
50A0A4,24,Nokia,MA-L,false
50A0BF,24,Alba Fiber Systems Inc,MA-L,false
50A132,24,"Shenzhen Miaoming Intelligent Technology Co.,ltd",MA-L,false
50A1F3,24,"Huawei Device Co., Ltd",MA-L,false
50A4C8,24,"Samsung Electronics Co.,ltd",MA-L,false
50A4D0,24,IEEE Registration Authority,MA-L,true
50A4D00,28,TRAXENS,MA-M,false
50A4D01,28,"Beijing ANTVR Technology Co., LTD",MA-M,false
50A4D02,28,Seneco A/S,MA-M,false
50A4D03,28,"Guangzhou Hysoon Electronic Co., Ltd",MA-M,false
50A4D04,28,Raven Industries Inc,MA-M,false
50A4D05,28,TREXOM S.r.l.,MA-M,false
50A4D06,28,Pointgrab,MA-M,false
50A4D07,28,"Shanghai Pujiang Smart Card Systems Co., Ltd",MA-M,false
50A4D08,28,Xinlian'anbao（beijing）technology Co.，ltd.,MA-M,false
50A4D09,28,OEM PRODUCTION INC.,MA-M,false
50A4D0A,28,"Changsha Sinocare, Inc",MA-M,false
50A4D0B,28,ZHENG DIAN ELECTRONICS LIMITED,MA-M,false
50A4D0C,28,"Beijing Yanglian Networks Technology Co., LTD",MA-M,false
50A4D0D,28,Axel Technology,MA-M,false
50A4D0E,28,Sagetech Corporation,MA-M,false
50A5DC,24,Commscope,MA-L,false
50A67F,24,"Apple, Inc",MA-L,false
50A6D8,24,"Apple, Inc",MA-L,false
50A6E3,24,David Clark Company,MA-L,false
50A715,24,"Aboundi, Inc",MA-L,false
50A72B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
50A733,24,Ruckus Wireless,MA-L,false
50A83A,24,S Mobile Devices Limited,MA-L,false
50A9DE,24,Smartcom - Bulgaria AD,MA-L,false
50AB3E,24,Qibixx AG,MA-L,false
50ABBF,24,Hoseo Telecom,MA-L,false
50ACB9,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L,false
50AD71,24,Tessolve Semiconductor Private Limited,MA-L,false
50AD92,24,NX Technologies,MA-L,false
50ADD5,24,Dynalec Corporation,MA-L,false
50AE86,24,"Linkintec Co., Ltd",MA-L,false
50AF4D,24,Zte Corporation,MA-L,false
50AF73,24,"Shenzhen Bitland Information Technology Co., Ltd",MA-L,false
50B03B,24,Sony Interactive Entertainment Inc,MA-L,false
50B127,24,"Apple, Inc",MA-L,false
50B140,24,ELPROMA ELEKTRONIKA SP Z O O,MA-L,false
50B363,24,Digitron Da Amazonia S/A,MA-L,false
50B3B4,24,"Shenzhen Furuilian Electronic Co.,ltd.",MA-L,false
50B695,24,"Micropoint Biotechnologies,inc.",MA-L,false
50B7C3,24,"Samsung Electronics Co.,ltd",MA-L,false
50B888,24,Wi2be Tecnologia S/A,MA-L,false
50B8A2,24,"Imtech Technologies LLC,",MA-L,false
50BA02,24,"Qingdao Intelligent&precise Electronics Co.,ltd.",MA-L,false
50BB9F,24,Vantiva USA LLC,MA-L,false
50BBB5,24,Azurewave Technology Inc,MA-L,false
50BC96,24,"Apple, Inc",MA-L,false
50BD5F,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
50C006,24,Carmanah Signs,MA-L,false
50C0F0,24,"Artek Microelectronics Co.,ltd.",MA-L,false
50C1F0,24,NXP Semiconductor (tianjin) LTD.,MA-L,false
50C271,24,SECURETECH INC,MA-L,false
50C275,24,GN Audio A/S,MA-L,false
50C2E8,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L,false
50C2ED,24,GN Audio A/S,MA-L,false
50C3A2,24,"Nfore Technology Co.,ltd.",MA-L,false
50C4DD,24,BUFFALO.INC,MA-L,false
50C58D,24,Juniper Networks,MA-L,false
50C68E,24,Biwin Semiconductor (HK) Company Limted,MA-L,false
50C6AD,24,"Fiberhome Telecommunication Technologies Co.,ltd",MA-L,false
50C709,24,Juniper Networks,MA-L,false
50C7BF,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
50C8E5,24,"Samsung Electronics Co.,ltd",MA-L,false
50C971,24,GN Netcom A/S,MA-L,false
50C9A0,24,SKIPPER AS,MA-L,false
50CCF8,24,"SAMSUNG ELECTRO MECHANICS CO., LTD.",MA-L,false
50CD22,24,Avaya Inc,MA-L,false
50CD32,24,"Nanjing Chaoran Science & Technology Co.,ltd.",MA-L,false
50CE75,24,"Measy Electronics Co., Ltd",MA-L,false
50CEE3,24,Gigafirm.co.ltd,MA-L,false
50CF14,24,"Quectel Wireless Solutions Co.,ltd.",MA-L,false
50CF56,24,"China Mobile Group Device Co.,ltd.",MA-L,false
50D065,24,ESYLUX Gmbh,MA-L,false
50D213,24,Cvilux Corporation,MA-L,false
50D274,24,Steffes Corporation,MA-L,false
50D2F5,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L,false
50D33B,24,Cloudnineinfo,MA-L,false
50D37F,24,"Yu Fly Mikly Way Science And Technology Co., Ltd",MA-L,false
50D448,24,Private,MA-L,false
50D45C,24,Amazon Technologies Inc,MA-L,false
50D4F7,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L,false
50D59C,24,"Thai Habel Industrial Co., Ltd",MA-L,false
50D6D7,24,Takahata Precision,MA-L,false
50D753,24,CONELCOM Gmbh,MA-L,false
50DA00,24,"Hangzhou H3C Technologies Co., Limited",MA-L,false
50DAD6,24,Xiaomi Communications Co Ltd,MA-L,false
50DB3F,24,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",MA-L,false
50DCD0,24,"Observint Technologies, Inc",MA-L,false
50DCE7,24,Amazon Technologies Inc,MA-L,false
50DCFC,24,ECOCOM,MA-L,false
50DD4F,24,"Automation Components, Inc",MA-L,false
50DE06,24,"Apple, Inc",MA-L,false
50DE19,24,IEEE Registration Authority,MA-L,true
50DE190,28,Telic AG,MA-M,false
50DE191,28,Clear Flow By Antiference,MA-M,false
50DE192,28,SPII SPA,MA-M,false
50DE193,28,TRAXENS,MA-M,false
50DE194,28,"Langogo Technology Co., Ltd",MA-M,false
50DE195,28,Bliq B.V.,MA-M,false
50DE196,28,OCEANCCTV LTD,MA-M,false
50DE197,28,"Tianjin Natianal Health Technology Co.,ltd",MA-M,false
50DE198,28,"IVATIV, INC",MA-M,false
50DE199,28,AEG Identifikationssysteme Gmbh,MA-M,false
50DE19A,28,Tannak International AB,MA-M,false
50DE19B,28,"BRAINWARE TERAHERTA INFORMATION TECHNOLOGY CO.,LTD.",MA-M,false
50DE19C,28,"Shenzhen Vipstech Co., Ltd",MA-M,false
50DE19D,28,Penny & Giles Aerospace Ltd,MA-M,false
50DE19E,28,DTEN Inc,MA-M,false
50DF95,24,Lytx,MA-L,false
50E039,24,Zyxel Communications Corporation,MA-L,false
50E085,24,Intel Corporate,MA-L,false
50E099,24,"Hangzhou Atuo Future Technology Co., Ltd",MA-L,false
50E0C7,24,Turcontrolsystme AG,MA-L,false
50E0EF,24,Nokia,MA-L,false
50E14A,24,Private,MA-L,false
50E24E,24,Zte Corporation,MA-L,false
50E452,24,Chipsea Technologies (shenzhen) Corp,MA-L,false
